Book,ParagraphIndex,Question,AnswerA,AnswerB
Il_professore_romauldo,20,Qual è la causa della confusione all'albergo?,Il mancato ritorno di due comitive d'inglesi,La scomparsa degli inglesi partiti per il ghiacciaio
Il_professore_romauldo,20,Come vengono chiamati i due monti che indicano il tempo?,I due gemelli,I monti chiamati i due gemelli
,,,,
Il_professore_romauldo,21,Chi è il professore per la Gilda?,Suo zio,Lo zio della Gilda
Il_professore_romauldo,21,Qual è la professione del signor Emanuele?,È l'oste,Gestisce l'albergo
Il_professore_romauldo,21,Come si chiama il cane che accompagna Mario e Gilda?,Fulmine,Si chiama Fulmine
,,,,
Il_professore_romauldo,22,Qual è la professione di Mario?,È un artista,Fa l'artista
Il_professore_romauldo,22,Chi è il Professore Romualdo per la giovane donna?,È suo zio,Lo zio della giovane donna
Il_professore_romauldo,22,Qual è la causa dei debiti della signora Dorotea?,La mania del gioco del lotto,Il gioco del lotto
,,,,
Il_professore_romauldo,23,Chi è il fidanzato di Gilda?,Mario,Il pittore Mario
Il_professore_romauldo,23,Chi è lo zio di Gilda?,Aldo,Il professore Aldo
Il_professore_romauldo,23,Qual è la professione di Mario?,Pittore,Un artista pittore
,,,,
Il_professore_romauldo,24,Come si chiama il professore?,Romualdo Grolli,Il professor Grolli
Il_professore_romauldo,24,Cosa ha dimenticato di fare il professor Grolli?,La sua lezione,Di tenere la lezione
Il_professore_romauldo,24,Dove deve ripresentarsi il professor Grolli?,Alla Gilda,Presso la Gilda
,,,,
Il_professore_romauldo,25,Quale pericolo riguardante la vista di Gilda viene rimosso?,Il pericolo di perdere la vista,La possibilità di perdere la vista
Il_professore_romauldo,25,Perché il professor Romualdo si dedica così tanto a Gilda?,Per espiare l'invidia della felicità di Gilda e Mario,Per rimediare all'invidia provata per Gilda e Mario
Il_professore_romauldo,25,Qual è l'abituale passatempo della signora Dorotea?,Il gioco del lotto,Giocare al lotto
,,,,
Il_professore_romauldo,26,Come appare Gilda dopo l'incidente?,"È pallida, con cicatrici e lividure.",Ha il viso deturpato da cicatrici e lividure.
Il_professore_romauldo,26,Chi cerca di consolare Gilda dopo essersi vista allo specchio?,Il professore e la signora Dorotea.,La signora Dorotea e il professore.
Il_professore_romauldo,26,Cosa chiede Gilda al medico riguardo ai suoi segni?,Vuole sapere quali segni spariranno e quali resteranno.,Chiede quali cicatrici e lividure saranno permanenti.
,,,,
Il_professore_romauldo,27,Chi sono i due fidanzati menzionati nel testo?,Gilda e Mario,Mario e Gilda
Il_professore_romauldo,27,Qual è la professione di Mario?,È un pittore,Un giovane pittore
Il_professore_romauldo,27,Qual è la condizione di salute di Gilda?,È malata,È una malata
,,,,
Il_professore_romauldo,28,Chi ha rotto il fidanzamento tra Gilda e Mario?,Gilda,Lei stessa
Il_professore_romauldo,28,Cosa vuole fare Zio Aldo con il suo laboratorio?,Vuole chiuderlo,Vuole distruggerlo
Il_professore_romauldo,28,Qual era la condizione di Gilda per amare Mario?,Essere una valida alleata del suo ingegno,Essere uno strumento della sua gloria
,,,,
Il_professore_romauldo,29,Chi avrebbe dovuto sposare Gilda?,Mario,L'uomo promesso sposo di Gilda
Il_professore_romauldo,29,Chi ha salvato Gilda?,Zio Aldo,L'uomo che Gilda chiama Zio Aldo
Il_professore_romauldo,29,Perché Gilda si allontana da Mario?,Perché Mario amava solo la sua bellezza,Perché la sua bellezza è svanita e Mario ha perso interesse
,,,,
Il_professore_romauldo,30,Quale novità annuncia il Professor Romualdo?,Ha preso moglie,Si è sposato
Il_professore_romauldo,30,Perché il Rodomiti è sorpreso dal matrimonio del professore?,Per il suo odio per le femmine,Perché prima odiava le donne
Il_professore_romauldo,30,Cosa cercano il Professor Romualdo e il Rodomiti per Gilda?,Un marito,Uno sposo
,,,,
