Book,ParagraphIndex,Question,AnswerA,AnswerB
COLEI CHE NON SI DEVE AMARE ROMANZO,24,Chi è Arrigo per la protagonista?,È suo fratello,Il fratello della donna
COLEI CHE NON SI DEVE AMARE ROMANZO,24,Che tipo di amore provava la protagonista per Arrigo?,Un amore incestuoso,Un sentimento di amore incestuoso
COLEI CHE NON SI DEVE AMARE ROMANZO,24,Chi inviava lettere alla protagonista chiedendole di tornare?,Rafa,Un uomo di nome Rafa
,,,,
COLEI CHE NON SI DEVE AMARE ROMANZO,25,Chi è l'amante di Loretta?,Il conte Raffaele Giuliani,Raffaele Giuliani
COLEI CHE NON SI DEVE AMARE ROMANZO,25,Come si chiama il fratello di Loretta?,Paolo,Suo fratello Paolo
COLEI CHE NON SI DEVE AMARE ROMANZO,25,Come si chiama la sorella maggiore di Loretta?,Luisa,Sua sorella Luisa
,,,,
COLEI CHE NON SI DEVE AMARE ROMANZO,26,Dove sta conducendo Rafa Loretta?,Alla villa,Nella villa preparata per lei
COLEI CHE NON SI DEVE AMARE ROMANZO,26,Chi sta guidando l'automobile?,Rafa,Rafa è al volante
COLEI CHE NON SI DEVE AMARE ROMANZO,26,Chi viaggia con Rafa nell'automobile?,Loretta,La sua compagna Loretta
,,,,
COLEI CHE NON SI DEVE AMARE ROMANZO,27,Qual è la situazione del protagonista riguardo alla sua casa?,È stato cacciato via,È stato bandito dalla sua abitazione
COLEI CHE NON SI DEVE AMARE ROMANZO,27,Con chi si trova ora la donna amata dal protagonista?,È con un altro uomo,Si è unita a un altro
COLEI CHE NON SI DEVE AMARE ROMANZO,27,Quale importante consapevolezza raggiunge il protagonista sulla sua vita?,Riconosce tutte le sue colpe,Comprende gli errori della sua esistenza
,,,,
COLEI CHE NON SI DEVE AMARE ROMANZO,28,In che stato si trova l'uomo che ha perso tutto?,In una specie di vertigine,In uno stato di grande smarrimento
COLEI CHE NON SI DEVE AMARE ROMANZO,28,Perché l'uomo è venuto dalla donna?,Perché lei è il suo ultimo rifugio,Perché la considera il suo ultimo riparo
COLEI CHE NON SI DEVE AMARE ROMANZO,28,L'uomo ama ancora la persona che ha perduto?,"Sì, la ama con furore","Sì, prova ancora un amore intenso"
,,,,
COLEI CHE NON SI DEVE AMARE ROMANZO,29,Dove vuole andare Lazzara?,Alla città,Nella città splendida
COLEI CHE NON SI DEVE AMARE ROMANZO,29,Cosa trasporta il battelliere?,Legna,Della legna
COLEI CHE NON SI DEVE AMARE ROMANZO,29,Quanto tempo ci vuole per raggiungere la città in barca?,Sette ore,Sette ore di fiume
,,,,
COLEI CHE NON SI DEVE AMARE ROMANZO,30,Perché Rigo è stato rifiutato dalla sua famiglia e dagli amici?,A causa dell'infamia che lui ed Ella hanno causato.,Per l'onta portata alla casa del padre.
COLEI CHE NON SI DEVE AMARE ROMANZO,30,Cosa chiede Ella a Rigo di fare riguardo al loro passato?,Di dimenticare i giorni trascorsi.,Di sforzarsi per dimenticare.
COLEI CHE NON SI DEVE AMARE ROMANZO,30,Cosa ha fatto Rigo per cercare di superare il suo dolore?,Ha viaggiato per diversi paesi.,Ha corso paesi come un pazzo.
,,,,
