Book,ParagraphIndex,Question,AnswerA,AnswerB
L'UNDECIMO COMANDAMENTO ROMANZO,24,Chi ha informato padre Anacleto sulla posizione di Adelindo?,Fratel Giocondo,Il frate Giocondo
,,,,
L'UNDECIMO COMANDAMENTO ROMANZO,25,Dove vive Padre Anacleto?,A San Bruno,Nell'eremo di San Bruno
L'UNDECIMO COMANDAMENTO ROMANZO,25,Cosa chiede il serafino biondo a Padre Anacleto?,Di lasciare l'eremo,Di uscire nel mondo
L'UNDECIMO COMANDAMENTO ROMANZO,25,Perché Padre Anacleto ha preso in uggia il civile consorzio?,Per molte altre cose,Per ragioni complesse
,,,,
L'UNDECIMO COMANDAMENTO ROMANZO,26,A quale comunità appartiene padre Anacleto?,Alla comunità di San Bruno,Alla comunità religiosa di San Bruno
L'UNDECIMO COMANDAMENTO ROMANZO,26,Di chi è geloso padre Anacleto?,Del serafino,Della donna chiamata il serafino
L'UNDECIMO COMANDAMENTO ROMANZO,26,Qual è il sentimento di Padre Agapito verso il serafino?,È invaghito di lei,Prova un forte interesse per lei
,,,,
L'UNDECIMO COMANDAMENTO ROMANZO,27,Chi sono i padrini di Mario Novelli?,Padre Anselmo e Padre Bonaventura,Giorgio Verna e Nello Altoviti
L'UNDECIMO COMANDAMENTO ROMANZO,27,Chi sono i padrini di Padre Agapito?,Padre Ilarione e Padre Restituto,Pellegrino della Rosa e Ariodante Soresi
L'UNDECIMO COMANDAMENTO ROMANZO,27,Quale arma è stata scelta per lo scontro?,La spada,Una spada
,,,,
L'UNDECIMO COMANDAMENTO ROMANZO,28,Quale titolo rifiuta Padre Anacleto?,Priore,Il titolo di priore
L'UNDECIMO COMANDAMENTO ROMANZO,28,Da dove è partita la signorina Ruzzani?,Da San Bruno,Dalla località San Bruno
L'UNDECIMO COMANDAMENTO ROMANZO,28,"Secondo Padre Marcellino, dove è stato rivelato l'undecimo comandamento?",Sul Tabor,Sul monte Tabor
,,,,
L'UNDECIMO COMANDAMENTO ROMANZO,29,Qual era la posizione del conte Gualandi nel convento di San Bruno?,Era il priore,Era il capo del convento
L'UNDECIMO COMANDAMENTO ROMANZO,29,Cosa è accaduto al convento di San Bruno?,È stato soppresso,È stato disciolto
L'UNDECIMO COMANDAMENTO ROMANZO,29,Chi ha mantenuto la promessa fatta alla signorina Adele?,Il conte Gualandi,L'ex priore di San Bruno
,,,,
L'UNDECIMO COMANDAMENTO ROMANZO,30,Con chi era previsto il matrimonio del Duca di Francavilla?,Con la signorina Ruzzani,Con una donna della casa Ruzzani
L'UNDECIMO COMANDAMENTO ROMANZO,30,Chi suggerisce il sottoprefetto come nuova sposa per il Duca di Francavilla?,La figlia della famiglia Gamberini,Una Gamberini
L'UNDECIMO COMANDAMENTO ROMANZO,30,Qual è la città in cui opera il sottoprefetto?,Castelnuovo,La città di Castelnuovo
,,,,
