Book,ParagraphIndex,Question,AnswerA,AnswerB
Il_fallo_duna_donna_onesta,11,Cosa intende spedire Massimo Scilla al conte Mario?,La sua memoria,Il suo scritto
,,,,
Il_fallo_duna_donna_onesta,12,Da dove si è mossa Teresa Valdengo?,Da Venezia,Dalla città di Venezia
Il_fallo_duna_donna_onesta,12,Come si sente Teresa Valdengo dopo aver ricevuto i visitatori?,Si sente esausta,È sfinita
Il_fallo_duna_donna_onesta,12,Come si chiama la cameriera di Teresa Valdengo?,Luisa,La cameriera Luisa
,,,,
Il_fallo_duna_donna_onesta,13,Quale titolo non potrà mai avere Teresa?,Contessa Vergalli,Il titolo di Contessa Vergalli
Il_fallo_duna_donna_onesta,13,Quale prova d'amore Teresa aveva dato a Guido di Reana?,Il dono di sé,Se stessa
Il_fallo_duna_donna_onesta,13,Chi è Sauri?,Un dottore,Il medico che incontra Teresa
,,,,
Il_fallo_duna_donna_onesta,14,Qual è la professione di Sauri?,È un dottore,Sauri è un medico
Il_fallo_duna_donna_onesta,14,Quale ordine categorico dà la protagonista alla sua servitù?,Di non ricevere nessuno,Di non accogliere visitatori
Il_fallo_duna_donna_onesta,14,Come si chiama la cameriera della protagonista?,Luisa,Si chiama Luisa
,,,,
Il_fallo_duna_donna_onesta,15,Chi è il dottore che Teresa Valdengo va a visitare?,Il dottor Boni,Dottor Boni
Il_fallo_duna_donna_onesta,15,In quale piazza si trova lo studio del dottor Boni?,In Piazza Beccaria,A Piazza Beccaria
Il_fallo_duna_donna_onesta,15,Che lingua intende parlare Teresa Valdengo al dottore?,Il francese,La lingua francese
,,,,
Il_fallo_duna_donna_onesta,16,Chi è il medico che visita Teresa?,Il dottor Boni,Dottor Boni
Il_fallo_duna_donna_onesta,16,Qual è la relazione tra Teresa e suo marito?,Sono separati di fatto,Sono coniugi separati
Il_fallo_duna_donna_onesta,16,Qual è la condizione di Teresa riguardo al suo matrimonio?,È una moglie infedele,Ha un amante
,,,,
Il_fallo_duna_donna_onesta,17,Come si chiama la protagonista?,Teresa Valdengo,Il suo nome è Teresa Valdengo
Il_fallo_duna_donna_onesta,17,Dove si trova Teresa?,In un albergo a Milano,Nella sua camera d'albergo a Milano
Il_fallo_duna_donna_onesta,17,Cosa sta pensando di fare Teresa?,Di suicidarsi,Di togliersi la vita
,,,,
Il_fallo_duna_donna_onesta,18,Quanti anni ha Teresa?,Trentotto anni,Ha trentott'anni
Il_fallo_duna_donna_onesta,18,Chi si preoccupa per la salute di Teresa?,Il conte Mario,Vergalli
Il_fallo_duna_donna_onesta,18,Cosa non vuole fare Teresa per la sua salute?,Chiamare un medico,Consultare un dottore
,,,,
Il_fallo_duna_donna_onesta,19,Chi è l'amica impareggiabile di Mario Vergalli?,Teresa,La Valdengo
Il_fallo_duna_donna_onesta,19,Chi è l'ufficialetto che ha causato il 'fallo' di Teresa?,Guido di Reana,L'ufficialetto Guido
Il_fallo_duna_donna_onesta,19,Dove Mario Vergalli avrebbe voluto rimanere invece di viaggiare?,A Venezia,Nella città di Venezia
,,,,
Il_fallo_duna_donna_onesta,20,Chi è Teresa per il Barone Amedeo?,È sua nipote,La nipote del Barone Amedeo
Il_fallo_duna_donna_onesta,20,Cosa chiede il Barone Amedeo a Mario Vergalli?,Di parlare con Teresa,Di calmare Teresa
Il_fallo_duna_donna_onesta,20,Quanti anni ha Teresa?,Trentotto anni,Ha 38 anni
,,,,
Il_fallo_duna_donna_onesta,21,Chi ha proposto a Ella di sposarlo?,Mario Vergalli,Mario
Il_fallo_duna_donna_onesta,21,Ella ha accettato la proposta di matrimonio di Mario Vergalli?,No,Non l'ha accettata
Il_fallo_duna_donna_onesta,21,Perché Ella aveva inizialmente rifiutato la proposta di Mario?,Per non sacrificare la sua libertà,Voleva mantenere la sua libertà
,,,,
Il_fallo_duna_donna_onesta,22,Quale metodo di suicidio intende usare Teresa?,Un farmaco,L'assunzione di un farmaco
Il_fallo_duna_donna_onesta,22,Chi attende Teresa nel suo salottino?,Mario Vergalli,Vergalli
Il_fallo_duna_donna_onesta,22,Cosa aborriva Mario Vergalli?,Il suo viaggio,Il viaggio che aveva compiuto
,,,,
Il_fallo_duna_donna_onesta,23,Chi spinge Teresa a sposare Vergalli?,Giulia Orfei,La sua amica Giulia
Il_fallo_duna_donna_onesta,23,"Chi è descritto da Giulia come ""innamorato cotto""?",L'uomo di Reana,Il personaggio di Reana
Il_fallo_duna_donna_onesta,23,Quale argomento Teresa non vuole affrontare?,Il matrimonio,La questione del matrimonio
,,,,
Il_fallo_duna_donna_onesta,24,Cosa si prepara a fare Teresa Valdengo?,Si prepara a morire,Si prepara a porre fine alla sua vita
Il_fallo_duna_donna_onesta,24,Chi è il conte Mario Vergalli per Teresa?,È il suo fedele amico,È il suo impareggiabile amico
Il_fallo_duna_donna_onesta,24,Quale somma di denaro lascia Teresa a Vergalli nel suo testamento?,Ventimila lire italiane,Venti mila lire
,,,,
Il_fallo_duna_donna_onesta,25,Chi accompagna Valdengo in chiesa?,Giulia Orfei,La sua amica Giulia Orfei
Il_fallo_duna_donna_onesta,25,Come si chiama la chiesa visitata da Valdengo?,San Marco,La chiesa di San Marco
Il_fallo_duna_donna_onesta,25,Qual è il nome di battesimo di Valdengo?,Teresa,Il suo nome è Teresa
,,,,
Il_fallo_duna_donna_onesta,26,Chi ha visitato Teresa mentre era fuori?,Il conte,Il Conte
Il_fallo_duna_donna_onesta,26,Da dove proveniva la lettera di Teresa?,Da Porto Said,Porto Said
Il_fallo_duna_donna_onesta,26,Chi è il mittente della lettera di Teresa?,Guido di Reana,Il signor Guido di Reana
,,,,
Il_fallo_duna_donna_onesta,27,Chi propone il matrimonio a Teresa?,Mario,L'uomo Mario
Il_fallo_duna_donna_onesta,27,Cosa offre Mario a Teresa?,La sua mano e il suo nome,Il matrimonio
Il_fallo_duna_donna_onesta,27,Teresa accetta la proposta di matrimonio di Mario?,No,Non accetta la proposta
,,,,
Il_fallo_duna_donna_onesta,28,A chi sta scrivendo Teresa?,A Mario,Al signor Mario
Il_fallo_duna_donna_onesta,28,"Dove era andata Teresa, nascondendo il motivo?",A Milano,Nella città di Milano
Il_fallo_duna_donna_onesta,28,Cosa ha rifiutato Teresa da Mario?,La sua offerta,L'offerta di Mario
,,,,
Il_fallo_duna_donna_onesta,29,Qual è la decisione finale di Teresa riguardo all'offerta di Mario Vergalli?,Rifiuta l'offerta,Non accetta la sua proposta
Il_fallo_duna_donna_onesta,29,Cosa posa Teresa sul cassettone della sua camera?,La lettera e il testamento,Il suo testamento e la missiva per Mario
Il_fallo_duna_donna_onesta,29,Cosa fa Teresa dopo aver scritto il poscritto a Mario Vergalli?,Prende il cloralio,Beve il contenuto della bottiglia di cloralio
,,,,
Il_fallo_duna_donna_onesta,30,Chi è la persona per cui si sta organizzando il funerale?,Teresa,La nipote del barone
Il_fallo_duna_donna_onesta,30,Quando è prevista l'apertura del testamento?,Domani all'una,"Il giorno seguente, all'una"
Il_fallo_duna_donna_onesta,30,Come si è comportato Mario Vergalli con Teresa prima della sua morte?,È stato brutale e geloso,Ha usato modi e linguaggio brutali
,,,,
