Book,ParagraphIndex,Question,AnswerA,AnswerB
L'AEROPLANO DEL PAPA ROMANZO PROFETICO IN VERSI LIBERI,21,Chi viene invocato per distruggere le mura e incendiare i giardini?,La Luce della battaglia,L'entità chiamata Luce della battaglia
L'AEROPLANO DEL PAPA ROMANZO PROFETICO IN VERSI LIBERI,21,Cosa è accaduto alle ruote del monoplano durante la notte?,Si sono impigliate nei capelli di una donna,Sono rimaste impigliate tra i capelli di una donna
,,,,
L'AEROPLANO DEL PAPA ROMANZO PROFETICO IN VERSI LIBERI,22,Cosa sta contemplando Sua Santità?,Il suo dio che naviga nella barca di Pietro.,Il suo dio e il sole che si immerge.
L'AEROPLANO DEL PAPA ROMANZO PROFETICO IN VERSI LIBERI,22,Cosa intende fare l'io con il papa?,Far oscillare il papa come un pendolo sulla battaglia.,Muovere il papa come un pendolo in battaglia.
L'AEROPLANO DEL PAPA ROMANZO PROFETICO IN VERSI LIBERI,22,Cosa fa l'io alla sua voce?,Le impone il silenzio.,La zittisce togliendole l'accensione.
,,,,
L'AEROPLANO DEL PAPA ROMANZO PROFETICO IN VERSI LIBERI,23,Quali città o località vengono sorvolate dal velivolo?,"Butrio, Palmanova, Gorizia e Gradisca.","Le località di Butrio, Palmanova, Gorizia e Gradisca."
L'AEROPLANO DEL PAPA ROMANZO PROFETICO IN VERSI LIBERI,23,Quale suono viene percepito dal velivolo a trecento metri di altezza?,Uno scalpiccìo d'eserciti e il rotolìo di cannoni.,Il rumore di eserciti in marcia e di cannoni pesanti.
L'AEROPLANO DEL PAPA ROMANZO PROFETICO IN VERSI LIBERI,23,"Cosa si vede nella cupa prateria, sul ventre semiaperto di un carro?",Un nero profilo illuminato da una candela.,"Un profilo scuro chinato, illuminato dalla fiamma rosa di una candela."
,,,,
